TEAM_CITY,PLAYER_NAME,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG3M,TEAM_FG3A,TEAM_FTM,TEAM_FTA,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PFD,TEAM_PTS,TEAM_PLUS_MINUS
New Orleans,Brandon Ingram,48.0609756097561,42.48780487804878,87.3780487804878,12.475609756097562,32.59756097560975,17.621951219512194,22.841463414634145,10.390243902439025,33.573170731707314,43.96341463414634,26.951219512195124,8.341463414634147,4.609756097560975,13.012195121951219,18.390243902439025,18.378048780487806,115.07317073170732,4.414634146341464
New Orleans,Zion Williamson,48.0609756097561,42.48780487804878,87.3780487804878,12.475609756097562,32.59756097560975,17.621951219512194,22.841463414634145,10.390243902439025,33.573170731707314,43.96341463414634,26.951219512195124,8.341463414634147,4.609756097560975,13.012195121951219,18.390243902439025,18.378048780487806,115.07317073170732,4.414634146341464
New Orleans,Jonas Valančiūnas,48.0609756097561,42.48780487804878,87.3780487804878,12.475609756097562,32.59756097560975,17.621951219512194,22.841463414634145,10.390243902439025,33.573170731707314,43.96341463414634,26.951219512195124,8.341463414634147,4.609756097560975,13.012195121951219,18.390243902439025,18.378048780487806,115.07317073170732,4.414634146341464
New Orleans,Herbert Jones,48.0609756097561,42.48780487804878,87.3780487804878,12.475609756097562,32.59756097560975,17.621951219512194,22.841463414634145,10.390243902439025,33.573170731707314,43.96341463414634,26.951219512195124,8.341463414634147,4.609756097560975,13.012195121951219,18.390243902439025,18.378048780487806,115.07317073170732,4.414634146341464
New Orleans,CJ McCollum,48.0609756097561,42.48780487804878,87.3780487804878,12.475609756097562,32.59756097560975,17.621951219512194,22.841463414634145,10.390243902439025,33.573170731707314,43.96341463414634,26.951219512195124,8.341463414634147,4.609756097560975,13.012195121951219,18.390243902439025,18.378048780487806,115.07317073170732,4.414634146341464
San Antonio,Julian Champagnie,48.36585365853659,41.926829268292686,90.6829268292683,12.634146341463415,36.3780487804878,15.609756097560975,19.963414634146343,10.353658536585366,33.8780487804878,44.23170731707317,29.865853658536587,7.121951219512195,6.341463414634147,15.146341463414634,17.24390243902439,17.926829268292682,112.09756097560975,-6.487804878048781
San Antonio,Jeremy Sochan,48.36585365853659,41.926829268292686,90.6829268292683,12.634146341463415,36.3780487804878,15.609756097560975,19.963414634146343,10.353658536585366,33.8780487804878,44.23170731707317,29.865853658536587,7.121951219512195,6.341463414634147,15.146341463414634,17.24390243902439,17.926829268292682,112.09756097560975,-6.487804878048781
San Antonio,Victor Wembanyama,48.36585365853659,41.926829268292686,90.6829268292683,12.634146341463415,36.3780487804878,15.609756097560975,19.963414634146343,10.353658536585366,33.8780487804878,44.23170731707317,29.865853658536587,7.121951219512195,6.341463414634147,15.146341463414634,17.24390243902439,17.926829268292682,112.09756097560975,-6.487804878048781
San Antonio,Devin Vassell,48.36585365853659,41.926829268292686,90.6829268292683,12.634146341463415,36.3780487804878,15.609756097560975,19.963414634146343,10.353658536585366,33.8780487804878,44.23170731707317,29.865853658536587,7.121951219512195,6.341463414634147,15.146341463414634,17.24390243902439,17.926829268292682,112.09756097560975,-6.487804878048781
San Antonio,Tre Jones,48.36585365853659,41.926829268292686,90.6829268292683,12.634146341463415,36.3780487804878,15.609756097560975,19.963414634146343,10.353658536585366,33.8780487804878,44.23170731707317,29.865853658536587,7.121951219512195,6.341463414634147,15.146341463414634,17.24390243902439,17.926829268292682,112.09756097560975,-6.487804878048781
Indiana,Pascal Siakam,48.0609756097561,47.01219512195122,92.67073170731707,13.195121951219512,35.25609756097561,16.073170731707318,20.548780487804876,10.085365853658537,31.4390243902439,41.52439024390244,30.75609756097561,7.695121951219512,5.865853658536586,12.914634146341463,21.414634146341463,18.304878048780488,123.29268292682927,3.048780487804878
Indiana,Myles Turner,48.0609756097561,47.01219512195122,92.67073170731707,13.195121951219512,35.25609756097561,16.073170731707318,20.548780487804876,10.085365853658537,31.4390243902439,41.52439024390244,30.75609756097561,7.695121951219512,5.865853658536586,12.914634146341463,21.414634146341463,18.304878048780488,123.29268292682927,3.048780487804878
Indiana,Andrew Nembhard,48.0609756097561,47.01219512195122,92.67073170731707,13.195121951219512,35.25609756097561,16.073170731707318,20.548780487804876,10.085365853658537,31.4390243902439,41.52439024390244,30.75609756097561,7.695121951219512,5.865853658536586,12.914634146341463,21.414634146341463,18.304878048780488,123.29268292682927,3.048780487804878
Indiana,Tyrese Haliburton,48.0609756097561,47.01219512195122,92.67073170731707,13.195121951219512,35.25609756097561,16.073170731707318,20.548780487804876,10.085365853658537,31.4390243902439,41.52439024390244,30.75609756097561,7.695121951219512,5.865853658536586,12.914634146341463,21.414634146341463,18.304878048780488,123.29268292682927,3.048780487804878
Phoenix,Kevin Durant,48.24390243902439,42.46341463414634,86.13414634146342,12.439024390243903,32.573170731707314,18.878048780487806,23.353658536585368,10.134146341463415,33.9390243902439,44.073170731707314,27.048780487804876,7.439024390243903,6.0,14.890243902439025,17.98780487804878,19.658536585365855,116.2439024390244,3.0609756097560976
Phoenix,Jusuf Nurkić,48.24390243902439,42.46341463414634,86.13414634146342,12.439024390243903,32.573170731707314,18.878048780487806,23.353658536585368,10.134146341463415,33.9390243902439,44.073170731707314,27.048780487804876,7.439024390243903,6.0,14.890243902439025,17.98780487804878,19.658536585365855,116.2439024390244,3.0609756097560976
Phoenix,Grayson Allen,48.24390243902439,42.46341463414634,86.13414634146342,12.439024390243903,32.573170731707314,18.878048780487806,23.353658536585368,10.134146341463415,33.9390243902439,44.073170731707314,27.048780487804876,7.439024390243903,6.0,14.890243902439025,17.98780487804878,19.658536585365855,116.2439024390244,3.0609756097560976
